id,label,proxy_score
0,1.0,31.421875
1,1.0,31.328125
2,1.0,30.953125
3,1.0,31.84375
4,1.0,30.953125
5,1.0,30.765625
6,1.0,32.0625
7,1.0,30.6875
8,1.0,31.5
9,1.0,31.796875
10,1.0,32.53125
11,1.0,31.453125
12,1.0,32.5625
13,1.0,30.265625
14,1.0,31.9375
15,1.0,32.1875
16,1.0,32.40625
17,1.0,31.515625
18,1.0,30.625
19,1.0,30.796875
20,1.0,30.8125
21,1.0,29.546875
22,1.0,28.1875
23,1.0,29.125
24,1.0,26.859375
25,1.0,28.9375
26,1.0,30.546875
27,1.0,30.40625
28,1.0,30.71875
29,1.0,30.65625
30,1.0,29.75
31,1.0,29.90625
32,1.0,30.84375
33,1.0,31.03125
34,1.0,30.625
35,1.0,27.96875
36,1.0,27.734375
37,1.0,28.046875
38,1.0,28.515625
39,1.0,27.109375
40,1.0,28.15625
41,1.0,27.578125
42,1.0,27.65625
43,1.0,26.4375
44,1.0,25.109375
45,1.0,24.375
46,1.0,25.1875
47,1.0,24.890625
48,1.0,26.8125
49,1.0,27.234375
50,1.0,29.5
51,1.0,28.609375
52,1.0,29.8125
53,1.0,30.140625
54,1.0,29.265625
55,1.0,29.640625
56,1.0,29.28125
57,1.0,31.8125
58,1.0,30.796875
59,1.0,30.125
60,1.0,32.15625
61,1.0,30.390625
62,1.0,30.265625
63,1.0,30.46875
64,1.0,31.265625
65,1.0,30.375
66,1.0,30.515625
67,1.0,29.96875
68,1.0,28.515625
69,1.0,29.484375
70,1.0,30.40625
71,1.0,30.953125
72,1.0,30.015625
73,1.0,31.21875
74,1.0,30.59375
75,0.0,18.90625
76,0.0,17.75
77,0.0,17.703125
78,0.0,18.40625
79,0.0,17.625
80,0.0,17.5625
81,0.0,17.453125
82,0.0,17.3125
83,0.0,17.671875
84,0.0,17.71875
85,0.0,16.703125
86,0.0,17.234375
87,0.0,17.234375
88,0.0,16.875
89,0.0,16.390625
90,0.0,16.421875
91,0.0,16.65625
92,0.0,16.40625
93,0.0,16.5625
94,0.0,17.28125
95,0.0,16.71875
96,0.0,18.578125
97,0.0,17.6875
98,0.0,17.1875
99,0.0,17.21875
100,0.0,17.53125
101,0.0,17.5625
102,0.0,16.84375
103,0.0,17.265625
104,0.0,16.90625
105,0.0,17.53125
106,0.0,17.0625
107,0.0,17.1875
108,0.0,18.140625
109,0.0,19.5
110,0.0,17.28125
111,0.0,18.515625
112,0.0,17.65625
113,0.0,18.359375
114,0.0,17.359375
115,0.0,17.09375
116,0.0,17.875
117,0.0,16.90625
118,0.0,16.453125
119,0.0,16.828125
120,0.0,17.09375
121,0.0,16.515625
