id,label,proxy_score
0,0.0,20.078125
1,0.0,20.40625
2,0.0,20.0
3,0.0,20.296875
4,0.0,19.4375
5,0.0,19.0
6,0.0,19.828125
7,0.0,19.015625
8,0.0,19.75
9,0.0,19.546875
10,0.0,21.125
11,0.0,19.484375
12,0.0,20.96875
13,0.0,19.546875
14,0.0,21.109375
15,0.0,21.0
16,0.0,21.203125
17,0.0,21.140625
18,0.0,21.375
19,0.0,21.46875
20,0.0,21.8125
21,0.0,20.796875
22,0.0,20.5625
23,0.0,21.4375
24,0.0,19.5625
25,0.0,22.328125
26,0.0,21.09375
27,0.0,22.15625
28,0.0,22.125
29,0.0,21.984375
30,0.0,21.890625
31,0.0,21.828125
32,0.0,21.0625
33,0.0,21.140625
34,0.0,21.78125
35,0.0,19.453125
36,0.0,20.453125
37,0.0,21.03125
38,0.0,21.15625
39,0.0,20.125
40,0.0,19.75
41,0.0,19.703125
42,0.0,19.546875
43,0.0,19.8125
44,0.0,20.328125
45,0.0,20.21875
46,0.0,20.5
47,0.0,19.875
48,0.0,22.28125
49,0.0,21.0625
50,0.0,21.515625
51,0.0,21.09375
52,0.0,21.171875
53,0.0,21.296875
54,0.0,19.59375
55,0.0,20.34375
56,0.0,21.03125
57,0.0,21.1875
58,0.0,20.328125
59,0.0,21.015625
60,0.0,21.28125
61,0.0,21.828125
62,0.0,21.90625
63,0.0,21.796875
64,0.0,20.4375
65,0.0,21.59375
66,0.0,22.0625
67,0.0,22.609375
68,0.0,22.53125
69,0.0,21.25
70,0.0,21.140625
71,0.0,21.40625
72,0.0,21.78125
73,0.0,22.859375
74,0.0,21.265625
75,0.0,17.078125
76,0.0,16.515625
77,0.0,16.375
78,0.0,16.984375
79,0.0,15.9375
80,0.0,16.09375
81,0.0,16.21875
82,0.0,16.046875
83,0.0,16.234375
84,0.0,15.9765625
85,0.0,15.65625
86,0.0,16.109375
87,0.0,15.7578125
88,0.0,15.8125
89,0.0,15.0390625
90,0.0,15.0703125
91,0.0,15.0
92,0.0,15.09375
93,0.0,15.109375
94,0.0,15.3359375
95,0.0,15.40625
96,0.0,16.5625
97,0.0,15.8125
98,0.0,15.0
99,0.0,15.1484375
100,0.0,14.84375
101,0.0,15.4375
102,0.0,14.8125
103,0.0,14.9765625
104,0.0,14.46875
105,0.0,14.828125
106,0.0,14.96875
107,0.0,15.40625
108,0.0,16.359375
109,0.0,16.75
110,0.0,15.3046875
111,0.0,16.40625
112,0.0,15.421875
113,0.0,16.234375
114,0.0,15.734375
115,0.0,14.9140625
116,0.0,15.8203125
117,0.0,15.4609375
118,0.0,14.9453125
119,0.0,15.4140625
120,0.0,15.6328125
121,0.0,14.6875
122,0.0,17.65625
123,0.0,15.796875
124,0.0,15.8125
125,0.0,15.328125
126,0.0,14.6875
127,0.0,14.296875
128,0.0,14.9140625
129,0.0,14.8125
130,0.0,15.7578125
131,0.0,14.6875
132,0.0,15.1484375
133,0.0,15.203125
134,0.0,14.5625
135,0.0,15.0546875
136,0.0,14.7265625
137,0.0,16.0
138,0.0,14.5859375
139,0.0,15.34375
140,0.0,14.5859375
141,0.0,14.7734375
142,0.0,14.765625
143,0.0,14.8515625
144,0.0,14.1875
145,0.0,14.3046875
146,0.0,14.9765625
147,0.0,14.171875
148,0.0,14.390625
149,0.0,14.7578125
150,0.0,14.6015625
151,0.0,14.015625
152,0.0,14.265625
153,0.0,13.84375
154,0.0,14.0234375
155,0.0,14.1796875
156,0.0,14.1796875
157,0.0,13.7890625
158,0.0,14.34375
159,0.0,14.015625
160,0.0,14.4375
161,0.0,14.7421875
162,0.0,13.8046875
163,0.0,14.65625
164,0.0,14.703125
165,0.0,14.328125
166,0.0,14.390625
167,0.0,13.6640625
168,0.0,14.328125
169,0.0,14.0234375
170,0.0,14.15625
171,0.0,14.046875
172,0.0,13.7109375
173,0.0,14.9765625
174,0.0,14.953125
175,0.0,14.359375
176,0.0,13.8671875
177,0.0,14.078125
178,0.0,14.484375
179,0.0,14.765625
180,0.0,14.875
181,0.0,14.9453125
182,0.0,14.703125
183,0.0,15.609375
184,0.0,15.6953125
185,0.0,15.0234375
186,0.0,14.765625
187,0.0,15.203125
188,0.0,15.5234375
189,0.0,15.390625
190,0.0,14.8046875
191,0.0,14.1015625
192,0.0,14.671875
193,0.0,16.03125
194,0.0,15.8828125
195,0.0,16.375
196,0.0,15.8359375
197,0.0,15.453125
198,0.0,15.2265625
199,0.0,15.296875
200,0.0,14.9453125
201,0.0,14.703125
202,0.0,15.0546875
203,0.0,15.09375
204,0.0,14.53125
205,0.0,14.828125
206,0.0,14.9453125
207,0.0,15.640625
208,0.0,14.703125
209,0.0,15.15625
210,0.0,14.84375
211,0.0,15.6015625
212,0.0,15.4921875
213,0.0,15.34375
214,0.0,15.4921875
215,0.0,14.9609375
216,0.0,15.5546875
217,0.0,15.453125
218,0.0,16.046875
219,0.0,15.796875
220,0.0,14.75
221,0.0,14.7109375
222,0.0,14.7109375
223,0.0,15.28125
224,0.0,15.96875
225,0.0,16.484375
226,0.0,16.234375
227,0.0,15.78125
228,0.0,16.21875
229,0.0,15.390625
230,0.0,15.640625
231,0.0,15.109375
232,0.0,15.0390625
233,0.0,15.4765625
234,0.0,15.5390625
235,0.0,15.40625
236,0.0,15.828125
237,0.0,16.015625
238,0.0,16.390625
239,0.0,16.234375
240,0.0,16.0
241,0.0,15.640625
242,0.0,14.953125
243,0.0,14.859375
244,0.0,15.3203125
245,0.0,15.359375
246,0.0,15.6796875
247,0.0,15.0703125
248,0.0,15.6015625
249,0.0,15.4921875
250,0.0,15.9609375
251,0.0,16.84375
252,0.0,16.296875
253,0.0,15.9765625
254,0.0,15.1015625
255,0.0,15.609375
256,0.0,15.8203125
257,0.0,16.3125
258,0.0,16.390625
259,0.0,15.8828125
260,0.0,16.203125
261,0.0,16.109375
262,0.0,15.9609375
263,0.0,15.765625
264,0.0,16.40625
265,0.0,16.28125
266,0.0,16.171875
267,0.0,16.359375
268,0.0,16.171875
269,0.0,16.75
270,0.0,17.875
271,0.0,18.09375
272,0.0,17.625
273,0.0,17.6875
274,0.0,16.203125
275,0.0,16.171875
276,0.0,17.03125
277,0.0,16.625
278,0.0,16.421875
279,0.0,16.671875
280,0.0,17.5625
281,0.0,17.5625
282,0.0,17.4375
283,0.0,16.875
284,0.0,17.3125
285,0.0,18.9375
286,0.0,18.546875
287,0.0,19.296875
288,0.0,19.578125
289,0.0,18.859375
290,0.0,19.09375
291,0.0,19.0
292,0.0,19.296875
293,0.0,19.625
294,0.0,19.703125
295,0.0,18.921875
296,0.0,19.0625
297,0.0,18.5625
298,0.0,18.703125
299,0.0,18.5625
300,0.0,20.0625
301,0.0,19.0625
302,0.0,19.046875
303,0.0,19.015625
304,0.0,18.625
305,0.0,18.765625
306,0.0,18.390625
307,0.0,18.296875
308,0.0,18.90625
309,0.0,17.9375
310,0.0,17.828125
311,0.0,18.484375
312,0.0,18.484375
313,0.0,18.0625
314,0.0,18.4375
315,0.0,19.09375
316,0.0,18.578125
317,0.0,18.78125
318,0.0,18.140625
319,0.0,18.21875
320,0.0,18.140625
321,0.0,18.484375
322,0.0,17.90625
323,0.0,18.234375
324,0.0,19.234375
325,0.0,19.03125
326,0.0,18.53125
327,0.0,18.484375
328,0.0,18.3125
329,0.0,19.015625
330,0.0,20.125
331,0.0,18.765625
332,0.0,18.265625
333,0.0,17.921875
334,0.0,18.40625
335,0.0,18.640625
336,0.0,21.46875
337,0.0,19.140625
338,0.0,19.09375
339,0.0,19.078125
340,0.0,18.28125
341,0.0,19.484375
342,0.0,20.109375
343,0.0,20.140625
344,0.0,19.53125
345,0.0,19.515625
346,0.0,18.765625
347,0.0,19.328125
348,0.0,20.59375
349,0.0,19.125
350,0.0,19.171875
351,0.0,19.453125
352,0.0,19.375
353,0.0,19.765625
354,0.0,20.015625
355,0.0,20.28125
356,0.0,19.78125
357,0.0,20.28125
358,0.0,19.625
359,0.0,19.546875
360,0.0,19.703125
361,0.0,19.46875
362,0.0,19.078125
363,0.0,18.9375
364,0.0,18.8125
365,0.0,19.1875
366,0.0,19.484375
367,0.0,19.0625
368,0.0,19.03125
369,0.0,18.875
370,0.0,18.671875
371,0.0,18.734375
372,0.0,19.53125
373,0.0,19.3125
374,0.0,19.375
375,0.0,19.65625
376,0.0,19.6875
377,0.0,19.84375
378,0.0,19.484375
379,0.0,19.796875
380,0.0,19.203125
381,0.0,19.21875
382,0.0,18.9375
383,0.0,19.515625
384,0.0,20.03125
385,0.0,18.734375
386,0.0,19.28125
387,0.0,18.859375
388,0.0,18.5
389,0.0,18.421875
390,0.0,18.890625
391,0.0,18.953125
392,0.0,19.390625
393,0.0,19.53125
394,0.0,19.109375
395,0.0,19.140625
396,0.0,20.0625
397,0.0,19.5
398,0.0,19.71875
399,0.0,20.359375
400,0.0,19.546875
401,0.0,20.25
402,0.0,20.28125
403,0.0,20.015625
404,0.0,19.75
405,0.0,19.828125
406,0.0,20.078125
407,0.0,19.71875
408,0.0,21.0625
409,0.0,19.984375
410,0.0,20.640625
411,0.0,19.671875
412,0.0,18.890625
413,0.0,19.125
414,0.0,18.78125
415,0.0,18.84375
416,0.0,18.15625
417,0.0,18.296875
418,0.0,18.34375
419,0.0,18.171875
420,0.0,18.15625
421,0.0,17.5625
422,0.0,18.171875
423,0.0,17.96875
424,0.0,17.921875
425,0.0,18.328125
426,0.0,18.484375
427,0.0,18.546875
428,0.0,17.96875
429,0.0,17.6875
430,0.0,17.171875
431,0.0,17.171875
432,0.0,19.40625
433,0.0,19.171875
434,0.0,19.453125
435,0.0,17.109375
436,0.0,19.734375
437,0.0,19.171875
438,0.0,17.859375
439,0.0,18.765625
440,0.0,17.5
441,0.0,18.046875
442,0.0,18.078125
443,0.0,17.59375
444,0.0,18.765625
445,0.0,16.25
446,0.0,15.7578125
447,0.0,16.515625
448,0.0,17.46875
449,0.0,17.109375
450,0.0,17.296875
451,0.0,17.109375
452,0.0,17.765625
453,0.0,17.46875
454,0.0,16.671875
455,0.0,16.03125
456,0.0,15.5546875
457,0.0,16.578125
458,0.0,15.703125
459,0.0,16.359375
460,0.0,16.125
461,0.0,15.7421875
462,0.0,16.25
463,0.0,16.015625
464,0.0,15.6484375
465,0.0,15.78125
466,0.0,15.234375
467,0.0,15.109375
468,0.0,15.1328125
469,0.0,15.1171875
470,0.0,15.2578125
471,0.0,15.8515625
472,0.0,15.015625
473,0.0,15.46875
474,0.0,15.0703125
475,0.0,14.9140625
476,0.0,14.8125
477,0.0,15.1484375
478,0.0,15.3046875
479,0.0,15.6171875
480,0.0,15.328125
481,0.0,14.953125
482,0.0,14.78125
483,0.0,16.546875
484,0.0,16.3125
485,0.0,16.53125
486,0.0,16.03125
487,0.0,16.109375
488,0.0,16.109375
489,0.0,15.7734375
490,0.0,15.90625
491,0.0,15.6796875
492,0.0,15.890625
493,0.0,16.140625
494,0.0,16.375
495,0.0,16.125
496,0.0,16.109375
497,0.0,16.15625
498,0.0,15.59375
499,0.0,15.859375
500,0.0,16.046875
501,0.0,16.390625
502,0.0,16.390625
503,0.0,16.1875
504,0.0,16.3125
505,0.0,16.875
506,0.0,16.25
507,0.0,16.40625
508,0.0,16.5
509,0.0,16.1875
510,0.0,15.953125
511,0.0,16.921875
512,0.0,16.59375
513,0.0,16.71875
514,0.0,16.78125
515,0.0,16.671875
516,0.0,16.34375
517,0.0,15.9609375
518,0.0,16.03125
519,0.0,16.765625
520,0.0,16.484375
521,0.0,16.640625
522,0.0,17.15625
523,0.0,16.6875
524,0.0,16.953125
525,0.0,17.03125
526,0.0,17.4375
527,0.0,17.203125
528,0.0,17.5
529,0.0,17.359375
530,0.0,17.5625
531,0.0,16.984375
532,0.0,17.078125
533,0.0,17.078125
534,0.0,17.828125
535,0.0,17.515625
536,0.0,18.09375
537,0.0,17.40625
538,0.0,17.015625
539,0.0,17.09375
540,0.0,17.0625
541,0.0,17.21875
542,0.0,17.03125
543,0.0,17.75
544,0.0,17.03125
545,0.0,17.03125
546,0.0,17.375
547,0.0,17.21875
548,0.0,17.25
549,0.0,17.015625
550,0.0,17.65625
551,0.0,17.171875
552,0.0,17.453125
553,0.0,16.453125
554,0.0,16.703125
555,0.0,18.09375
556,0.0,17.46875
557,0.0,17.34375
558,0.0,17.03125
559,0.0,17.09375
560,0.0,17.09375
561,0.0,17.34375
562,0.0,17.15625
563,0.0,17.1875
564,0.0,16.71875
565,0.0,16.671875
566,0.0,16.53125
567,0.0,16.875
568,0.0,16.765625
569,0.0,16.515625
570,0.0,16.203125
571,0.0,15.9296875
572,0.0,15.8046875
573,0.0,15.8515625
574,0.0,15.765625
575,0.0,15.53125
576,0.0,15.4921875
577,0.0,15.2578125
578,0.0,15.25
579,0.0,15.734375
580,0.0,15.375
581,0.0,15.625
582,0.0,15.7265625
583,0.0,15.15625
584,0.0,16.390625
585,0.0,17.125
586,0.0,16.65625
587,0.0,17.1875
588,0.0,16.734375
589,0.0,16.71875
590,0.0,16.125
591,0.0,16.046875
592,0.0,16.5
593,0.0,16.703125
594,0.0,17.25
595,0.0,17.1875
596,0.0,16.015625
597,0.0,16.078125
598,0.0,16.546875
599,0.0,16.546875
600,0.0,15.9296875
601,0.0,15.7109375
602,0.0,15.453125
603,0.0,16.765625
604,0.0,16.609375
605,0.0,16.25
606,0.0,15.796875
607,0.0,16.328125
608,0.0,16.671875
609,0.0,15.8984375
610,0.0,15.703125
611,0.0,16.265625
612,0.0,15.7109375
613,0.0,16.5625
614,0.0,16.625
615,0.0,16.6875
616,0.0,15.9921875
617,0.0,16.296875
618,0.0,16.453125
619,0.0,16.046875
620,0.0,16.0
621,0.0,16.328125
622,0.0,16.109375
623,0.0,16.359375
624,0.0,16.546875
625,0.0,16.421875
626,0.0,16.734375
627,0.0,16.71875
628,0.0,16.328125
629,0.0,16.375
630,0.0,16.265625
631,0.0,16.390625
632,0.0,16.0625
633,0.0,16.515625
634,0.0,16.28125
635,0.0,16.703125
636,0.0,16.65625
637,0.0,16.46875
638,0.0,16.71875
639,0.0,16.453125
640,0.0,16.390625
641,0.0,16.296875
642,0.0,16.296875
643,0.0,16.234375
644,0.0,16.390625
645,0.0,15.7734375
646,0.0,15.78125
647,0.0,16.578125
648,0.0,17.0
649,0.0,17.4375
650,0.0,16.640625
651,0.0,16.359375
652,0.0,15.828125
653,0.0,15.6953125
654,0.0,16.5
655,0.0,16.0625
656,0.0,16.546875
657,0.0,16.296875
658,0.0,15.734375
659,0.0,16.09375
660,0.0,15.9375
661,0.0,16.40625
662,0.0,15.8984375
663,0.0,16.0
664,0.0,15.984375
665,0.0,16.28125
666,0.0,16.796875
667,0.0,16.484375
668,0.0,16.03125
669,0.0,16.25
670,0.0,17.0
671,0.0,16.9375
672,0.0,17.53125
673,0.0,17.9375
674,0.0,18.359375
675,0.0,16.546875
676,0.0,17.9375
677,0.0,17.5625
678,0.0,16.609375
679,0.0,17.640625
680,0.0,17.796875
681,0.0,17.0
682,0.0,17.953125
683,0.0,17.40625
684,0.0,16.96875
685,0.0,16.53125
686,0.0,16.59375
687,0.0,16.671875
688,0.0,16.40625
689,0.0,16.40625
690,0.0,16.28125
691,0.0,16.28125
692,0.0,16.15625
693,0.0,16.5625
694,0.0,15.8984375
695,0.0,16.734375
696,0.0,16.046875
697,0.0,16.140625
698,0.0,16.0
699,0.0,16.109375
700,0.0,17.203125
701,0.0,15.3984375
702,0.0,15.75
703,0.0,15.0390625
704,0.0,15.359375
705,0.0,15.640625
706,0.0,15.75
707,0.0,16.03125
708,0.0,15.734375
709,0.0,15.515625
710,0.0,15.5625
711,0.0,16.546875
712,0.0,16.265625
713,0.0,15.9765625
714,0.0,16.5
715,0.0,16.125
716,0.0,16.96875
717,0.0,16.421875
718,0.0,15.6328125
719,0.0,15.6328125
720,0.0,16.109375
721,0.0,16.203125
722,0.0,15.8515625
723,0.0,16.921875
724,0.0,16.421875
725,0.0,16.0
726,0.0,15.65625
727,0.0,15.703125
728,0.0,16.484375
729,0.0,16.828125
730,0.0,16.765625
731,0.0,16.21875
732,0.0,15.890625
733,0.0,16.515625
734,0.0,16.421875
735,0.0,18.0625
736,0.0,16.625
737,0.0,16.203125
738,0.0,16.3125
739,0.0,16.203125
740,0.0,16.453125
741,0.0,16.03125
742,0.0,16.46875
743,0.0,16.734375
744,0.0,16.296875
745,0.0,16.234375
746,0.0,16.140625
747,0.0,16.5625
748,0.0,16.453125
749,0.0,16.546875
750,0.0,16.09375
751,0.0,15.6875
752,0.0,15.796875
753,0.0,15.9140625
754,0.0,15.40625
755,0.0,15.4921875
756,0.0,15.21875
757,0.0,15.140625
758,0.0,15.5546875
759,0.0,16.328125
760,0.0,15.9453125
761,0.0,15.8671875
762,0.0,16.171875
763,0.0,15.890625
764,0.0,15.96875
765,0.0,16.15625
766,0.0,16.953125
767,0.0,15.3828125
768,0.0,15.796875
769,0.0,15.453125
770,0.0,15.2890625
771,0.0,17.4375
772,0.0,16.515625
773,0.0,16.453125
774,0.0,16.578125
775,0.0,16.5625
776,0.0,16.609375
777,0.0,16.640625
778,0.0,16.515625
779,0.0,16.546875
780,0.0,16.296875
781,0.0,16.203125
782,0.0,16.5
783,0.0,16.359375
784,0.0,15.875
785,0.0,16.515625
786,0.0,16.640625
787,0.0,16.6875
788,0.0,16.34375
789,0.0,16.0
790,0.0,16.21875
791,0.0,15.9375
792,0.0,16.421875
793,0.0,15.5625
794,0.0,15.953125
795,0.0,16.984375
796,0.0,16.453125
797,0.0,16.140625
798,0.0,16.28125
799,0.0,15.8671875
800,0.0,15.7890625
801,0.0,15.8671875
802,0.0,15.4609375
803,0.0,15.6015625
804,0.0,16.34375
805,0.0,16.046875
806,0.0,15.9375
807,0.0,16.40625
808,0.0,15.46875
809,0.0,15.9140625
810,0.0,16.109375
811,0.0,16.203125
812,0.0,16.15625
813,0.0,15.734375
814,0.0,15.5546875
815,0.0,15.6796875
816,0.0,15.4609375
817,0.0,15.453125
818,0.0,15.8046875
819,0.0,16.3125
820,0.0,15.8046875
821,0.0,16.359375
822,0.0,15.75
823,0.0,15.7578125
824,0.0,15.6484375
825,0.0,15.9375
826,0.0,16.3125
827,0.0,16.078125
828,0.0,15.8671875
829,0.0,15.7109375
830,0.0,15.578125
831,0.0,16.9375
832,0.0,15.6875
833,0.0,15.7109375
834,0.0,15.53125
835,0.0,15.8359375
836,0.0,15.6640625
837,0.0,15.546875
838,0.0,16.515625
839,0.0,15.9375
840,0.0,17.859375
841,0.0,17.0
842,0.0,16.796875
843,0.0,16.90625
844,0.0,16.75
845,0.0,17.484375
846,0.0,17.234375
847,0.0,16.859375
848,0.0,16.359375
849,0.0,17.0
850,0.0,16.59375
851,0.0,16.734375
852,0.0,16.1875
853,0.0,16.421875
854,0.0,16.515625
855,0.0,17.234375
856,0.0,17.390625
857,0.0,18.328125
858,0.0,17.90625
859,0.0,17.390625
860,0.0,18.015625
861,0.0,17.0625
862,0.0,18.109375
863,0.0,16.71875
864,0.0,17.34375
865,0.0,16.03125
866,0.0,16.734375
867,0.0,16.734375
868,0.0,17.34375
869,0.0,17.953125
870,0.0,16.40625
871,0.0,16.078125
872,0.0,17.109375
873,0.0,15.4375
874,0.0,15.40625
875,0.0,15.4921875
876,0.0,15.375
877,0.0,16.15625
878,0.0,15.9453125
879,0.0,16.15625
880,0.0,15.859375
881,0.0,15.609375
882,0.0,15.578125
883,0.0,16.0
884,0.0,16.4375
885,0.0,19.359375
886,0.0,18.03125
887,0.0,16.78125
888,0.0,17.21875
889,0.0,18.109375
890,0.0,18.046875
891,0.0,18.65625
892,0.0,19.0
893,0.0,19.109375
894,0.0,18.703125
895,0.0,18.3125
896,0.0,18.171875
897,0.0,17.09375
898,0.0,17.625
899,0.0,17.609375
900,0.0,17.71875
901,0.0,17.515625
902,0.0,17.4375
903,0.0,18.71875
904,0.0,17.78125
905,0.0,17.890625
906,0.0,17.8125
907,0.0,17.734375
908,0.0,17.453125
909,0.0,17.65625
910,0.0,17.796875
911,0.0,18.171875
912,0.0,18.296875
913,0.0,18.09375
914,0.0,17.953125
915,0.0,18.796875
916,0.0,17.9375
917,0.0,16.828125
918,0.0,16.65625
919,0.0,17.8125
920,0.0,17.828125
921,0.0,18.078125
922,0.0,17.65625
923,0.0,18.703125
924,0.0,17.890625
925,0.0,20.0625
926,0.0,18.078125
927,0.0,18.890625
928,0.0,17.5625
929,0.0,17.78125
930,0.0,17.796875
931,0.0,18.09375
